image,class,vessel_density,tortuosity,fractal_dimension
Healthy10.jpg,Normal,0.040474868903014355,2.1715656891384576,1.4280265171054416
Healthy100.jpg,Normal,0.028258801318341978,1.8109314097402838,1.363373576628612
Healthy1006.jpg,Normal,0.02446968964636888,1.840407783890501,1.3592580306598094
Healthy1010.jpg,Normal,0.01593557636349012,2.002260487652168,1.294451458506895
Healthy1019.jpg,Normal,0.02906535247853024,1.9552099272300993,1.3873845070518411
Healthy107.jpg,Normal,0.039094764489667956,1.8746091970666117,1.421963398629077
Healthy116.jpg,Normal,0.04203821931835649,2.1529535358170513,1.4287518497512117
Healthy124.jpg,Normal,0.03127743857917376,1.9962896401244357,1.3691993574808465
Healthy127.jpg,Normal,0.03282370443043747,1.8281266496889308,1.3909402682331213
Healthy133.jpg,Normal,0.04423221605214712,1.7900968650455056,1.4369072982677522
Healthy151.jpg,Normal,0.01976089926717178,1.6863888049147555,1.3101131778810071
Healthy159.jpg,Normal,0.032393906789311866,2.002209194848664,1.3815097131813718
Healthy160.jpg,Normal,0.017662396688152348,2.16450998525202,1.2536291728136828
Healthy169.jpg,Normal,0.03666892560139197,2.033376836429169,1.4129246532272826
Healthy180.jpg,Normal,0.00907830342073021,1.7730827769031614,1.1540872183377888
Healthy187.jpg,Normal,0.027381972989202284,2.1815524170806735,1.337652909745359
Healthy192.jpg,Normal,0.01423723417072478,2.006481597801312,1.2508803123048156
Healthy193.jpg,Normal,0.05874617716538068,2.1350134854891647,1.4957049908181752
Healthy205.jpg,Normal,0.049993367251388976,1.7766543669156598,1.4814961980689696
Healthy21.jpg,Normal,0.04424887136751544,2.0250918686592057,1.4391799305830488
Healthy214.jpg,Normal,0.04232978459531301,1.83246664264089,1.4237550816312847
Healthy243.jpg,Normal,0.01481517344888523,1.7062606363911623,1.227922715617217
Healthy253.jpg,Normal,0.03437134278176697,1.900792991999872,1.411660800334108
Healthy259.jpg,Normal,0.048170083663910825,1.8547801910703101,1.4391785459441586
Healthy29.jpg,Normal,0.05328535942903754,1.9389628008868667,1.4627957318237899
Healthy306.jpg,Normal,0.03161178552082998,1.9478681055842706,1.393473128998635
Healthy319.jpg,Normal,0.030158524948440915,1.7966257327137147,1.3745430718360054
Healthy33.jpg,Normal,0.04746789659060296,2.022782099675755,1.4663482883793575
Healthy340.jpg,Normal,0.002823219691983678,1.3219652875570973,0.9324321829247627
Healthy343.jpg,Normal,0.024757465812358194,1.9604700605661123,1.3465173093339047
Healthy346.jpg,Normal,0.012175226707339245,1.982915194143598,1.2362537368779858
Healthy359.jpg,Normal,0.023173107929277254,1.7912678785497542,1.325605046348086
Healthy368.jpg,Normal,0.019345905988505267,1.9195560295119147,1.3515230692751206
Healthy377.jpg,Normal,0.02759953462024046,1.9418912127236871,1.3317523958314372
Healthy383.jpg,Normal,0.001250401300667433,1.8421469019774386,0.8403984975885721
Healthy387.jpg,Normal,0.027298690039700983,2.1880856939043896,1.3516439995787404
Healthy401.jpg,Normal,0.009257328074817283,1.7942761294632732,1.1626960782799363
Healthy41.jpg,Normal,0.006348238888176839,1.9679874457547057,1.1334722868037022
Healthy410.jpg,Normal,0.013531460838505004,1.8669792556037412,1.2607526557975126
Healthy413.jpg,Normal,0.0059004355288256975,1.7871021188721015,1.1222898236111971
Healthy414.jpg,Normal,0.014111140843814112,1.8571935888297397,1.2727451051360745
Healthy416.jpg,Normal,0.013416479189658511,1.8262186117068546,1.225967536508384
Healthy428.jpg,Normal,0.021992192297243487,2.371414570814137,1.3128741028831168
Healthy433.jpg,Normal,0.011480445582362678,2.105141706498861,1.1977788095497466
Healthy437.jpg,Normal,0.03214537184160513,1.9906943278337843,1.377729583020685
Healthy448.jpg,Normal,0.014522728154962928,1.5267302726517515,1.2469307472151896
Healthy454.jpg,Normal,0.015657299435067242,1.9992410771087135,1.2634831354239007
Healthy459.jpg,Normal,0.010789129513763101,2.1897601894539616,1.217671302693589
Healthy461.jpg,Normal,0.015705681675913782,1.8173282980443568,1.267646735434894
Healthy463.jpg,Normal,0.02684269007299995,1.6310077481801253,1.3598675176945583
Healthy468.jpg,Normal,0.03702044955213791,1.8586888189992057,1.40687465615387
Healthy469.jpg,Normal,0.04105849983656388,1.928118537305473,1.4173394511966064
Healthy487.jpg,Normal,0.019842137577299034,1.7351997341598997,1.2806007410403566
Healthy489.jpg,Normal,0.0068398141004237505,1.7680938630070402,1.119477249182261
Healthy493.jpg,Normal,0.004622182144962171,2.0343825645636233,1.0764924852070812
Healthy5.jpg,Normal,0.027312603922228788,2.129158340983772,1.372291987059635
Healthy504.jpg,Normal,0.051846665757449895,2.081781099793024,1.4727557283712651
Healthy510.jpg,Normal,0.025637415703445073,2.2408325898043633,1.361354855770666
Healthy514.jpg,Normal,0.02036203325448296,2.139955483617702,1.2980004390495787
Healthy518.jpg,Normal,0.04406596576269283,2.166336841907656,1.4283086250252817
Healthy522.jpg,Normal,0.015942327344160803,1.9319213260127144,1.269045820507659
Healthy529.jpg,Normal,0.02717601108159048,2.1347449085377765,1.3504586720508691
Healthy531.jpg,Normal,0.02185920415173014,2.1485381906932104,1.3186186467809833
Healthy54.jpg,Normal,0.04630994969904421,2.1983510905257964,1.4651351856584605
Healthy547.jpg,Normal,0.015195074407913348,1.9476881804231712,1.2766979662149227
Healthy557.jpg,Normal,0.025073929420060634,1.8039123637032084,1.3238614259754296
Healthy572.jpg,Normal,0.04147562084154486,2.035664192563643,1.4080640152334076
Healthy585.jpg,Normal,0.04554257483289741,2.014441690366649,1.4463748828885712
Healthy588.jpg,Normal,0.005372446008106213,2.207198687197437,1.067232070693203
Healthy617.jpg,Normal,0.004264238264352119,2.7166077110319824,1.0451883681939278
Healthy625.jpg,Normal,0.009522994570468986,1.7801838308256221,1.181954577155103
Healthy629.jpg,Normal,0.007114379783745124,1.8303518206867186,1.1275686039810844
Healthy660.jpg,Normal,0.023673456715861862,1.9294779561112365,1.3537529531900718
Healthy670.jpg,Normal,0.013022743270049568,1.9676180755884207,1.2087289407745279
Healthy672.jpg,Normal,0.0028904150631385564,1.8190303236081962,0.8766831464920417
Healthy673.jpg,Normal,0.0028323838218657074,1.9057351325212573,0.8968816444831123
Healthy675.jpg,Normal,0.0031449613918179816,1.3773103056689007,0.8979096026126617
Healthy690.jpg,Normal,0.0021254796845997033,4.2756682742244125,0.8818181527679564
Healthy697.jpg,Normal,0.0039095658874420906,2.182972962484513,1.0358556583264358
Healthy702.jpg,Normal,0.0007549618132321888,1.3504014743042025,0.7470344440663462
Healthy707.jpg,Normal,0.03898771722623956,1.7218727103630693,1.4137030566494162
Healthy710.jpg,Normal,0.002854933288934498,1.6699706725489138,0.9386704849376969
Healthy72.jpg,Normal,0.03177262538218786,1.8847562657195003,1.3932215792583997
Healthy720.jpg,Normal,0.021282322885355746,2.043311534991531,1.3018928217786738
Healthy723.jpg,Normal,0.0039016376610708967,1.6756285987176756,1.0186936010572416
Healthy727.jpg,Normal,0.0024119081396548133,1.8702085635921661,0.8879363200783574
Healthy733.jpg,Normal,0.00259729037963332,3.359057492784467,0.8925629182235955
Healthy736.jpg,Normal,0.013042422571386344,1.7296558302994502,1.2328181566703265
Healthy746.jpg,Normal,0.042115974611800666,1.938149395731751,1.4400122109860807
Healthy749.jpg,Normal,0.006083331515863397,2.594690115142238,1.0614812058701462
Healthy758.jpg,Normal,0.00778047050107674,1.867816999627174,1.1446335438602144
Healthy759.jpg,Normal,0.0169451814793651,1.855824728145273,1.287643865569803
Healthy76.jpg,Normal,0.04069461024316387,1.859107302164041,1.4313790473678625
Healthy77.jpg,Normal,0.03897862346625767,2.0042104527114666,1.40413933717712
Healthy770.jpg,Normal,0.02301617195940657,2.215066759364901,1.3421880359304046
Healthy772.jpg,Normal,0.005126122022186136,1.90352251192204,1.091408357812955
Healthy79.jpg,Normal,0.023016794175145853,1.8692895192584305,1.3300914710080078
Healthy793.jpg,Normal,0.027073810220678264,1.9325057207756347,1.3584585555953532
Healthy797.jpg,Normal,0.01842840269575488,1.9652612132840415,1.3090010595125106
Healthy801.jpg,Normal,0.005620687577256354,1.7339849943576882,1.0999044035451735
Healthy804.jpg,Normal,0.02352364287636112,1.8159911093293146,1.3234302158975662
Healthy809.jpg,Normal,0.0466591193765985,1.815198301332812,1.444190902925754
Healthy823.jpg,Normal,0.025965235685706644,1.710221015162443,1.3401561162347322
Healthy830.jpg,Normal,0.015612495612495612,1.8792725198356848,1.284325925314573
Healthy837.jpg,Normal,0.017305483077295156,2.0928853330212607,1.2706493437785373
Healthy846.jpg,Normal,0.011909723902065059,1.9008854736266045,1.2234875751949066
Healthy859.jpg,Normal,0.003334507668554877,1.564983035005523,1.0184470960468046
Healthy868.jpg,Normal,0.008756701686076129,1.7247513030546988,1.1639679631908215
Healthy869.jpg,Normal,0.0081163886372537,2.3244012543164025,1.1482565698575518
Healthy883.jpg,Normal,0.024796999117387468,1.9293855287745179,1.336373576257815
Healthy900.jpg,Normal,0.0033380731135601712,1.5285863164709428,0.9637726311919436
Healthy91.jpg,Normal,0.04032111286882354,2.011247955468812,1.4138408336643125
Healthy911.jpg,Normal,0.010045554654102671,1.688551439685507,1.2024689212614434
Healthy922.jpg,Normal,0.008641091214640132,2.083070601042349,1.172077459158948
Healthy928.jpg,Normal,0.012275217335760192,1.8392271761256227,1.2172640724506363
Healthy929.jpg,Normal,0.0006541013668071913,4.287382963437639,0.6911567129393044
Healthy931.jpg,Normal,0.0032902347344254783,1.5246976764523075,1.0097950917362473
